9,0,0,0.020922112,0.021013444
10,0,0,0.222624961,0.222712288
11,0,0,2.044948148,2.045043693
12,0,0,25.473144896,25.473214777
9,1,0,0.015108752,0.015174676
10,1,0,0.166607759,0.16668523
11,1,0,2.094459104,2.094533419
12,1,0,24.996629007,24.996722811
9,2,0,0.015743281,0.015809818
10,2,0,0.126687407,0.126752256
11,2,0,1.048757977,1.04882586
12,2,0,12.379015622,12.379087082
9,3,0,0.005378581,0.005440686
10,3,0,0.064992031,0.065056237
11,3,0,0.700095202,0.700162277
12,3,0,8.931579078,8.931649468
9,4,0,0.008284159,0.008366427
10,4,0,0.081482591,0.081619555
11,4,0,0.675044627,0.67513766
12,4,0,6.891635772,6.891705053
9,5,0,0.003809647,0.003878635
10,5,0,0.036165934,0.036229784
11,5,0,0.522023389,0.522097017
12,5,0,6.832187386,6.832295839
9,6,0,0.008252326,0.008377752
10,6,0,0.061175798,0.06129576
11,6,0,0.464823108,0.464922761
12,6,0,4.856429163,4.856507361
9,7,0,0.004050851,0.004113338
10,7,0,0.035871345,0.035935326
11,7,0,0.398866451,0.398934991
12,7,0,4.707874661,4.707950356
9,8,0,0.003992576,0.004053739
10,8,0,0.036576566,0.036642611
11,8,0,0.412355635,0.41243858
12,8,0,4.919694179,4.919787182
9,0,1,0.015572183,0.015633532
10,0,1,0.165831651,0.165895907
11,0,1,1.976270466,1.976337183
12,0,1,25.556466517,25.55653671
9,1,1,0.015171559,0.015248115
10,1,1,0.161985708,0.162064983
11,1,1,1.922419116,1.922500785
12,1,1,25.042084758,25.042154042
9,2,1,0.014675807,0.01474058
10,2,1,0.122582884,0.122647386
11,2,1,1.097626629,1.097694656
12,2,1,12.545666067,12.545737735
9,3,1,0.012205457,0.012286507
10,3,1,0.085026201,0.085090367
11,3,1,0.833321635,0.833389293
12,3,1,8.318854932,8.318949858
9,4,1,0.005149653,0.005213055
10,4,1,0.052877413,0.052940659
11,4,1,0.560147995,0.560214925
12,4,1,6.792882774,6.792958842
9,5,1,0.008282687,0.008360683
10,5,1,0.061361428,0.061430717
11,5,1,0.558414215,0.558493364
12,5,1,6.628084084,6.628153465
9,6,1,0.004167446,0.004276528
10,6,1,0.037196655,0.037260671
11,6,1,0.412330535,0.41241258
12,6,1,4.84961379,4.849684094
9,7,1,0.004271578,0.004333432
10,7,1,0.036687522,0.036750669
11,7,1,0.398493721,0.398559388
12,7,1,4.711918936,4.711988157
9,8,1,0.004244319,0.004325642
10,8,1,0.045090892,0.045178214
11,8,1,0.406750614,0.406818785
12,8,1,4.815609063,4.815684434
9,0,2,0.015290393,0.015354485
10,0,2,0.166069002,0.166133978
11,0,2,1.981789068,1.981856733
12,0,2,25.395931114,25.396000977
9,1,2,0.015126268,0.015195407
10,1,2,0.161399815,0.161464406
11,1,2,2.12374132,2.123884945
12,1,2,24.934177018,24.934247155
9,2,2,0.014674296,0.01473857
10,2,2,0.12265307,0.122731063
11,2,2,1.050275166,1.050348934
12,2,2,12.973945896,12.974024818
9,3,2,0.01136334,0.011438687
10,3,2,0.080705227,0.080769448
11,3,2,0.830649908,0.830717377
12,3,2,9.133844511,9.133914969
9,4,2,0.007149658,0.007211338
10,4,2,0.080130456,0.080194385
11,4,2,0.637640086,0.63770788
12,4,2,6.814485433,6.814574626
9,5,2,0.003820725,0.003883981
10,5,2,0.036426585,0.036495749
11,5,2,0.601190525,0.601257725
12,5,2,6.746673842,6.746744283
9,6,2,0.007188156,0.007249917
10,6,2,0.056654601,0.056718503
11,6,2,0.463189801,0.463256213
12,6,2,4.76228218,4.762367806
9,7,2,0.004066265,0.00412925
10,7,2,0.037951283,0.038028231
11,7,2,0.405410326,0.405479166
12,7,2,4.747626358,4.747696058
9,8,2,0.003991771,0.004059402
10,8,2,0.037204205,0.037267988
11,8,2,0.386685303,0.386768133
12,8,2,4.984724706,4.984794531
9,0,3,0.015409178,0.015472008
10,0,3,0.165157044,0.165221691
11,0,3,1.957175074,1.957241066
12,0,3,25.331506879,25.331576552
9,1,3,0.031528114,0.031669463
10,1,3,0.224636393,0.224755498
11,1,3,2.147892196,2.147989654
12,1,3,24.826571084,24.826730977
9,2,3,0.014812096,0.014887825
10,2,3,0.122696472,0.122761144
11,2,3,1.041490258,1.041558614
12,2,3,12.418479679,12.418549637
9,3,3,0.011960529,0.012026444
10,3,3,0.084104405,0.084169878
11,3,3,0.893091048,0.89322734
12,3,3,9.067442225,9.067534732
9,4,3,0.008244295,0.008306062
10,4,3,0.08642629,0.086490275
11,4,3,0.667823193,0.667897426
12,4,3,7.461623673,7.461715039
9,5,3,0.007701908,0.007764816
10,5,3,0.059612848,0.059676768
11,5,3,0.583852388,0.583932596
12,5,3,6.623363309,6.623432779
9,6,3,0.004908634,0.004971036
10,6,3,0.054347103,0.054411436
11,6,3,0.463107878,0.463174292
12,6,3,4.882757031,4.882826836
9,7,3,0.004704291,0.004765162
10,7,3,0.035870276,0.035933807
11,7,3,0.397965649,0.398031952
12,7,3,4.69959495,4.699664324
9,8,3,0.003973429,0.004034874
10,8,3,0.036398419,0.036463032
11,8,3,0.387010957,0.387077197
12,8,3,4.915594086,4.915663486
9,0,4,0.015433695,0.015510228
10,0,4,0.165780766,0.165846702
11,0,4,2.002889423,2.002962261
12,0,4,25.619597344,25.619669034
9,1,4,0.014917549,0.014983994
10,1,4,0.162724499,0.162803344
11,1,4,1.923699811,1.923787242
12,1,4,24.83972871,24.839802564
9,2,4,0.014823108,0.014887624
10,2,4,0.122891918,0.122957642
11,2,4,1.157364969,1.157456015
12,2,4,12.347464967,12.347535335
9,3,4,0.00556705,0.005628677
10,3,4,0.065248814,0.065314712
11,3,4,0.69811212,0.698179686
12,3,4,8.554626281,8.55470556
9,4,4,0.007160902,0.007223865
10,4,4,0.056575649,0.056640142
11,4,4,0.570048166,0.570114835
12,4,4,6.826193328,6.82626302
9,5,4,0.003831511,0.003922553
10,5,4,0.036368312,0.036465571
11,5,4,0.557087493,0.557154241
12,5,4,6.719204899,6.719294041
9,6,4,0.004073597,0.004149975
10,6,4,0.037254465,0.037319942
11,6,4,0.410253375,0.410328019
12,6,4,4.836133675,4.836213223
9,7,4,0.004208497,0.004270381
10,7,4,0.035785705,0.0358499
11,7,4,0.401041888,0.401108543
12,7,4,4.833863572,4.833932926
9,8,4,0.003964685,0.004026181
10,8,4,0.036784624,0.036848136
11,8,4,0.385729095,0.385824294
12,8,4,5.001668508,5.001737911
